Date,^GSPC,^DJI,^TNX,^IXIC,^RUT
2024-01-03,4704.81005859375,37430.19140625,3.9070000648498535,14592.2099609375,1959.199951171875
2024-01-04,4688.68017578125,37440.33984375,3.990999937057495,14510.2998046875,1957.72998046875
2024-01-05,4697.240234375,37466.109375,4.041999816894531,14524.0703125,1951.1400146484375
2024-01-08,4763.5400390625,37683.01171875,4.001999855041504,14843.76953125,1989.010009765625
2024-01-09,4756.5,37525.16015625,4.019000053405762,14857.7099609375,1968.0400390625
2024-01-10,4783.4501953125,37695.73046875,4.03000020980835,14969.650390625,1970.260009765625
2024-01-11,4780.240234375,37711.01953125,3.9769999980926514,14970.1904296875,1955.4599609375
2024-01-12,4783.830078125,37592.98046875,3.950000047683716,14972.759765625,1950.9599609375
2024-01-16,4765.97998046875,37361.12109375,4.065999984741211,14944.349609375,1927.300048828125
2024-01-17,4739.2099609375,37266.671875,4.105999946594238,14855.6201171875,1913.1700439453125
2024-01-18,4780.93994140625,37468.609375,4.144000053405762,15055.650390625,1923.6500244140625
2024-01-19,4839.81005859375,37863.80078125,4.145999908447266,15310.9697265625,1944.3900146484375
2024-01-22,4850.43017578125,38001.80859375,4.093999862670898,15360.2900390625,1983.3800048828125
2024-01-23,4864.60009765625,37905.44921875,4.142000198364258,15425.9404296875,1976.27001953125
2024-01-24,4868.5498046875,37806.390625,4.177999973297119,15481.919921875,1961.8599853515625
2024-01-25,4894.16015625,38049.12890625,4.131999969482422,15510.5,1975.8800048828125
2024-01-26,4890.97021484375,38109.4296875,4.159999847412109,15455.3603515625,1978.3299560546875
2024-01-29,4927.93017578125,38333.44921875,4.091000080108643,15628.0400390625,2011.4200439453125
2024-01-30,4924.97021484375,38467.30859375,4.059000015258789,15509.900390625,1996.239990234375
2024-01-31,4845.64990234375,38150.30078125,3.9670000076293945,15164.009765625,1947.3399658203125
2024-02-01,4906.18994140625,38519.83984375,3.86299991607666,15361.6396484375,1974.4200439453125
2024-02-02,4958.60986328125,38654.421875,4.0329999923706055,15628.9501953125,1962.72998046875
2024-02-05,4942.81005859375,38380.12109375,4.164000034332275,15597.6796875,1937.239990234375
2024-02-06,4954.22998046875,38521.359375,4.090000152587891,15609.0,1953.6300048828125
2024-02-07,4995.06005859375,38677.359375,4.110000133514404,15756.6396484375,1950.3599853515625
2024-02-08,4997.91015625,38726.328125,4.170000076293945,15793.7099609375,1979.699951171875
2024-02-09,5026.60986328125,38671.69140625,4.186999797821045,15990.66015625,2009.989990234375
2024-02-12,5021.83984375,38797.37890625,4.171999931335449,15942.5498046875,2045.260009765625
2024-02-13,4953.169921875,38272.75,4.315999984741211,15655.599609375,1964.1700439453125
2024-02-14,5000.6201171875,38424.26953125,4.267000198364258,15859.150390625,2012.0999755859375
2024-02-15,5029.72998046875,38773.12109375,4.239999771118164,15906.169921875,2061.47998046875
2024-02-16,5005.56982421875,38627.98828125,4.295000076293945,15775.650390625,2045.1400146484375
2024-02-20,4975.509765625,38563.80078125,4.275000095367432,15630.7802734375,2004.1400146484375
2024-02-21,4981.7998046875,38612.23828125,4.324999809265137,15580.8701171875,1994.739990234375
2024-02-22,5087.02978515625,39069.109375,4.327000141143799,16041.6201171875,2013.8399658203125
2024-02-23,5088.7998046875,39131.53125,4.260000228881836,15996.8203125,2016.68994140625
2024-02-26,5069.52978515625,39069.23046875,4.298999786376953,15976.25,2028.969970703125
2024-02-27,5078.18017578125,38972.41015625,4.315000057220459,16035.2998046875,2056.110107421875
2024-02-28,5069.759765625,38949.01953125,4.27400016784668,15947.740234375,2040.31005859375
2024-02-29,5096.27001953125,38996.390625,4.251999855041504,16091.919921875,2054.840087890625
2024-03-01,5137.080078125,39087.37890625,4.179999828338623,16274.9404296875,2076.389892578125
2024-03-04,5130.9501953125,38989.828125,4.218999862670898,16207.509765625,2074.31005859375
2024-03-05,5078.64990234375,38585.19140625,4.13700008392334,15939.58984375,2053.7099609375
2024-03-06,5104.759765625,38661.05078125,4.104000091552734,16031.5400390625,2068.090087890625
